"PC1","PC2","LESIONS","ROI"
-1.12881871821419,0.177471969881435,"Incidental STIC","Epithelial"
-1.46183399674708,-0.128285912416479,"Incidental STIC","Epithelial"
-0.656480708463533,-0.347121905073731,"Incidental Fimbriae","Epithelial"
-1.18529146703452,0.735252937154784,"Incidental Fimbriae","Stroma"
-2.26965639653107,0.11807151287757,"Incidental Fimbriae","Epithelial"
-1.9230478817211,0.380980445831338,"Incidental Fimbriae","Epithelial"
1.26991075513277,3.12631317835152,"Incidental Fimbriae","Stroma"
1.26333585691593,0.147142496716363,"Incidental STIC","Epithelial"
-1.69467966553146,0.142775601629639,"Incidental STIC","Stroma"
-0.450474466867395,0.788228970549118,"Incidental STIC","Epithelial"
-1.13087809074145,-0.16109714623678,"Incidental STIC","Stroma"
-0.459558708014284,0.78129357786834,"Incidental STIC","Epithelial"
-2.39618533320819,0.208629270004128,"Incidental STIC","Stroma"
